comb,epi_tail,"AR_0-14, low SEP, low edu","AR_0-14, high SEP, low edu","AR_15-24, low SEP, low edu","AR_15-24, low SEP, high edu","AR_15-24, high SEP, low edu","AR_15-24, high SEP, high edu","AR_25-64, low SEP, low edu","AR_25-64, low SEP, high edu","AR_25-64, high SEP, low edu","AR_25-64, high SEP, high edu","AR_65+, low SEP, low edu","AR_65+, low SEP, high edu","AR_65+, high SEP, low edu","AR_65+, high SEP, high edu",AR_overall,AR_0-14,AR_15-24,AR_25-64,AR_65+
60,0.672795502231737,46.4000608385517,46.09707683637796,74.75767021688203,89.58091995575634,66.41926556395829,67.57951027591605,55.19726591289853,60.89257713121506,55.6440554350991,56.321628804059564,45.24558242571859,49.657895560548965,40.96273999141279,55.44518722047472,54.119993754840735,46.19167558769081,69.5989112711985,56.36819168900132,45.618117293721944
61,0.6576948514510879,46.41266473796691,46.05740405327362,75.20896306883263,89.5851353662428,66.02936352952824,68.34455169194362,55.57501132079178,60.75098896613461,55.767521193859324,55.986885280924525,44.18297593851269,50.024930740819265,41.50025444907703,55.410248284602474,54.102253379595716,46.168324817807125,69.53599440008686,56.35327175127355,45.62054787428773
62,0.6387977219954469,46.57872261779129,46.05012213606822,73.5151349509826,90.10777913458035,67.11949142223786,68.126366546772,55.05246684324267,61.363879842110244,56.05844021797025,55.90067348832004,43.34915082626346,49.67677486444223,41.585076982536485,56.29625351954349,54.14720156424823,46.21516367342865,69.71011274119996,56.393241397548266,45.6099794677998
63,0.7121478093372319,46.60896363435728,45.929397138608564,74.80584977823221,90.07977434214799,66.24381156340444,68.05164244349076,54.94060554551016,59.90795715746681,56.22011842287104,56.13215249066872,43.787237115877595,50.23151680805988,42.13259919126198,54.53755503998352,54.1030266098638,46.141573826059584,69.54593626240866,56.348935543572594,45.65287143003609
64,0.6189808371036137,46.72948334530594,46.243008009204814,74.22808169689363,89.48108363513914,67.21193283436358,67.22048279660365,55.455110664407066,61.129330711251065,56.314603714545456,56.0863788525364,44.75560648078976,50.87170664607395,41.73730016930351,55.10205223435743,54.35887383039953,46.39489708258657,69.9084839608801,56.59934958973355,45.8698942091568
65,0.6663473669930026,46.85584207623019,45.917809644685775,74.65884939461216,89.95648181037346,66.50958687687113,67.27514776753834,55.76566018996378,60.41381693538517,55.812103088918576,56.06342608830851,44.33405885259584,50.760057122710215,41.10230659305128,55.859303328528995,54.138494342719525,46.2106854931742,69.61826704138258,56.39501815133258,45.61162612501219
66,0.6551753988015986,46.602846671123054,46.22796725399017,73.80081014589845,89.96753297210984,67.32953639405955,66.8333091720514,55.972633799029445,60.32769556590555,55.928462662011334,56.27692793960674,44.05012068518672,50.04254215458779,41.753673255296675,55.69023619297975,54.29211104848839,46.34501344949631,69.84571747484812,56.54006660413167,45.76608326757511
67,0.6937153520229521,46.254040699897,46.13928402930052,75.36444316583943,89.32761361995799,66.15767022131767,66.69006813383382,55.556301696818416,59.96718088483106,56.106503644459224,55.942867442849966,44.68583394217321,50.737785616864016,41.172220788325404,55.2925187264292,54.11279000775132,46.17511376838034,69.55831523082288,56.36818867155105,45.61507923771957
68,0.6287949663258583,46.58550554833709,46.179554550166166,74.88130595425272,89.20549565418837,66.63412445637118,67.42157045844807,55.72414435651417,61.13838389324924,55.604839347263486,56.318146970895796,43.75659084852119,49.70135061648482,41.73401195209379,55.93831672092413,54.23322311575604,46.30630202609116,69.7487608092019,56.48126511877089,45.71129186691164
69,0.6370137959613631,46.774835921513365,46.24346758241949,75.0231916216705,88.7073196711966,66.84769982732728,67.30884629060147,55.43036934918911,60.18178000821351,56.86555558558724,55.8903666798301,45.19623264906064,50.729952167328705,41.109981425823236,55.827191834400544,54.361961950430135,46.409373310130604,69.90243356503439,56.61755930042429,45.82504931370657
70,0.7476221709910978,46.05184708520003,45.80147512652337,75.18715654830255,90.08824321304665,65.54999401778167,67.06809784739809,55.19062811908301,60.01864084384526,55.636534790389916,55.669251858179166,43.68350836497179,50.077146361505264,40.7397665822637,56.019443021299445,53.78099524587053,45.87964715700893,69.17321077150345,56.04322864977247,45.263221280757804
71,0.6703341261209889,46.33381333859977,46.11438913029989,75.284393403853,89.57343017092477,66.13794201145384,67.2967115831519,55.54608212197664,60.4385191019401,56.19110717550174,55.72443714277025,43.51566368614008,50.687711160370995,41.61538882686517,55.71160281410111,54.11638763255002,46.18289854321957,69.56439748626073,56.37247677801508,45.61207258264175
72,0.697892336750205,46.051026904255835,46.21660684422319,75.22202740896323,89.51459813972123,66.16389486937882,66.96002928084947,54.80679367599828,59.97988532663851,56.02936659345313,56.36613838376148,44.25839644979381,49.59277014448259,41.207246776431674,55.831670748022574,54.085665379577144,46.16490888178627,69.54082558925813,56.34450444453436,45.559597025370536
73,0.6261880676915621,46.463178103708294,46.13173668875748,74.84391452475023,89.35735151728075,66.29973362452476,69.44715575996909,55.43875899105944,61.54926333465842,55.866518237483135,55.90038674853685,44.90381882806598,50.124394180671615,41.24261793646028,55.44368575229507,54.17539487041456,46.23522051550333,69.652593717956,56.41985898167896,45.69455755112952
74,0.6167144926620992,46.60020069211814,46.33192232012486,74.08414448856512,89.56664437188628,67.25750384459221,67.68770276205811,55.47057007936056,60.96773294742367,55.993906516511714,56.47780380872408,44.33495510034936,50.98473072368283,41.544004277476816,55.785315121400835,54.357978422965594,46.41568515516806,69.92348133579567,56.60636750848128,45.820618274435624
75,0.6713672378339456,46.86943511074501,45.746400516347165,73.72538099374259,90.38635025710158,66.90270467589754,66.35013495562076,55.332386474415046,61.08643280319932,55.6946817801878,55.86611517347483,44.599708918544444,50.36477186561513,41.085027520062525,55.36908425604156,54.03452269965688,46.0970384033279,69.54316360424123,56.276115502954745,45.54323331905568
76,0.6216305571389601,46.859906992676805,46.164958260467536,74.23657748100148,89.42709045490344,67.16176435480608,67.3079642517346,55.45125100380389,60.83754818274945,55.80729027821039,56.59523984100343,43.86157692159477,51.83227996558071,41.40258156032867,56.055379097903526,54.31028653042658,46.38193764492937,69.88355929697802,56.56297553177775,45.745400055238
